epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,441.787,0.55904,0.5721,0.91858,0.97808,0.93333,0.92869,0.74037,0.61335,0.60437,0.89031,0.000254791,0.000254791,0.000254791
85,447.872,0.55449,0.56115,0.90634,0.98482,0.93333,0.92869,0.74352,0.60906,0.59886,0.89117,0.000240644,0.000240644,0.000240644
86,453.708,0.56832,0.59141,0.91428,0.98418,0.93333,0.92869,0.79598,0.60069,0.58643,0.88637,0.000226497,0.000226497,0.000226497
87,458.952,0.54218,0.56944,0.90054,0.9849,0.93333,0.92869,0.78299,0.58158,0.5685,0.87678,0.000212349,0.000212349,0.000212349
88,464.088,0.52851,0.5648,0.90729,0.98648,0.93333,0.92869,0.8079,0.56804,0.55885,0.87071,0.000198202,0.000198202,0.000198202
89,470.055,0.55671,0.5712,0.89503,0.98639,0.93333,0.92868,0.80927,0.55722,0.5538,0.865,0.000184055,0.000184055,0.000184055
90,475.247,0.50887,0.54985,0.88277,0.98425,0.93333,0.92868,0.8058,0.55053,0.54983,0.85986,0.000169908,0.000169908,0.000169908
91,485.859,0.49129,0.70738,0.8782,0.98186,0.93333,0.92869,0.83088,0.54277,0.55076,0.85508,0.000155761,0.000155761,0.000155761
92,493.815,0.49481,0.7192,0.87933,0.98188,0.93333,0.92868,0.82754,0.53625,0.55649,0.85089,0.000141614,0.000141614,0.000141614
93,500.815,0.44505,0.65522,0.84732,0.98259,0.93333,0.92868,0.81268,0.53391,0.56416,0.84887,0.000127467,0.000127467,0.000127467
94,505.516,0.45333,0.65048,0.87279,0.98814,0.93333,0.92869,0.82005,0.53379,0.5714,0.84887,0.00011332,0.00011332,0.00011332
95,510.63,0.43975,0.6307,0.86333,0.9864,0.93333,0.92869,0.81344,0.53629,0.57991,0.85136,9.91726e-05,9.91726e-05,9.91726e-05
96,515.713,0.43278,0.61894,0.87438,0.98315,0.93333,0.92868,0.81268,0.53873,0.58665,0.85461,8.50255e-05,8.50255e-05,8.50255e-05
97,520.866,0.42362,0.62303,0.84374,0.9797,0.93333,0.92868,0.81139,0.54352,0.59009,0.85811,7.08784e-05,7.08784e-05,7.08784e-05
98,526.336,0.40149,0.60039,0.82376,0.9772,0.93333,0.92868,0.78618,0.54682,0.58926,0.86169,5.67313e-05,5.67313e-05,5.67313e-05
99,530.582,0.42701,0.6116,0.85906,0.97676,0.93333,0.92868,0.78537,0.54972,0.58485,0.86507,4.25842e-05,4.25842e-05,4.25842e-05
100,536.943,0.41573,0.60814,0.84359,0.97665,0.93333,0.92868,0.78537,0.55094,0.57951,0.86667,2.84371e-05,2.84371e-05,2.84371e-05
